
Epoch 1:
features.0.0.weight: max=0.279751, mean=0.048286
features.0.1.bias: max=0.062369, mean=0.014713
features.1.0.weight: max=0.054490, mean=0.004278
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.064103, mean=0.019030
features.1.1.bias: max=0.058036, mean=0.016095
features.2.0.weight: max=0.026089, mean=0.002130
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.080303, mean=0.019715
features.2.1.bias: max=0.055637, mean=0.015130
features.3.0.weight: max=0.003364, mean=0.000352
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.031681, mean=0.009831
features.3.1.bias: max=0.028900, mean=0.009193
classifier.weight: max=0.100217, mean=0.018297
classifier.bias: max=0.070779, mean=0.021070

Epoch 448:
features.0.0.weight: max=0.259855, mean=0.047016
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.050710, mean=0.015092
features.0.1.bias: max=0.054095, mean=0.017842
features.1.0.weight: max=0.059762, mean=0.003729
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.109115, mean=0.022353
features.1.1.bias: max=0.058599, mean=0.014254
features.2.0.weight: max=0.046742, mean=0.001993
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.117494, mean=0.020860
features.2.1.bias: max=0.084332, mean=0.016252
features.3.0.weight: max=0.005056, mean=0.000298
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.016658, mean=0.004678
features.3.1.bias: max=0.016180, mean=0.004345
classifier.weight: max=0.039974, mean=0.008868
classifier.bias: max=0.030417, mean=0.010449

Epoch 449:
features.0.0.weight: max=0.390370, mean=0.072711
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.034625, mean=0.015857
features.0.1.bias: max=0.056055, mean=0.012324
features.1.0.weight: max=0.053951, mean=0.004751
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.058908, mean=0.020814
features.1.1.bias: max=0.053592, mean=0.015763
features.2.0.weight: max=0.029371, mean=0.002287
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.089757, mean=0.022095
features.2.1.bias: max=0.068122, mean=0.017402
features.3.0.weight: max=0.004251, mean=0.000368
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.027063, mean=0.006759
features.3.1.bias: max=0.022261, mean=0.006882
classifier.weight: max=0.075677, mean=0.012562
classifier.bias: max=0.048693, mean=0.017422

Epoch 450:
features.0.0.weight: max=0.296354, mean=0.049048
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.042182, mean=0.011534
features.0.1.bias: max=0.040543, mean=0.009850
features.1.0.weight: max=0.029672, mean=0.002862
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.054509, mean=0.011392
features.1.1.bias: max=0.036011, mean=0.008540
features.2.0.weight: max=0.022294, mean=0.001443
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.065835, mean=0.012897
features.2.1.bias: max=0.042697, mean=0.010099
features.3.0.weight: max=0.003161, mean=0.000247
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.021511, mean=0.006328
features.3.1.bias: max=0.020828, mean=0.006082
classifier.weight: max=0.054089, mean=0.011988
classifier.bias: max=0.033356, mean=0.013863

Epoch 451:
features.0.0.weight: max=0.170991, mean=0.035814
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.027633, mean=0.010618
features.0.1.bias: max=0.041955, mean=0.012196
features.1.0.weight: max=0.039241, mean=0.003211
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.056303, mean=0.015490
features.1.1.bias: max=0.044769, mean=0.010681
features.2.0.weight: max=0.021443, mean=0.001757
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.069865, mean=0.017754
features.2.1.bias: max=0.048861, mean=0.013730
features.3.0.weight: max=0.003378, mean=0.000294
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.023304, mean=0.007398
features.3.1.bias: max=0.024371, mean=0.007092
classifier.weight: max=0.066225, mean=0.013837
classifier.bias: max=0.046807, mean=0.016918

Epoch 452:
features.0.0.weight: max=0.350043, mean=0.046503
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.049243, mean=0.015917
features.0.1.bias: max=0.032878, mean=0.013911
features.1.0.weight: max=0.052851, mean=0.004426
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.074896, mean=0.019517
features.1.1.bias: max=0.068306, mean=0.017877
features.2.0.weight: max=0.027169, mean=0.002319
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.072815, mean=0.023737
features.2.1.bias: max=0.066738, mean=0.018465
features.3.0.weight: max=0.003353, mean=0.000374
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.027796, mean=0.008622
features.3.1.bias: max=0.026020, mean=0.007989
classifier.weight: max=0.074049, mean=0.016122
classifier.bias: max=0.049188, mean=0.019319

Epoch 453:
features.0.0.weight: max=0.537739, mean=0.073321
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.047467, mean=0.018411
features.0.1.bias: max=0.058041, mean=0.017489
features.1.0.weight: max=0.043780, mean=0.004222
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.070815, mean=0.017684
features.1.1.bias: max=0.077874, mean=0.018536
features.2.0.weight: max=0.031662, mean=0.002412
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.097884, mean=0.025430
features.2.1.bias: max=0.080683, mean=0.019797
features.3.0.weight: max=0.005176, mean=0.000396
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.029543, mean=0.008863
features.3.1.bias: max=0.027690, mean=0.008535
classifier.weight: max=0.098062, mean=0.017704
classifier.bias: max=0.073864, mean=0.020560

Epoch 454:
features.0.0.weight: max=0.181045, mean=0.044328
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.086588, mean=0.018101
features.0.1.bias: max=0.067219, mean=0.015302
features.1.0.weight: max=0.051063, mean=0.003843
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.056621, mean=0.019469
features.1.1.bias: max=0.079541, mean=0.015625
features.2.0.weight: max=0.029774, mean=0.002184
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.087890, mean=0.019821
features.2.1.bias: max=0.065784, mean=0.015091
features.3.0.weight: max=0.008155, mean=0.000332
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.022198, mean=0.007237
features.3.1.bias: max=0.023637, mean=0.007003
classifier.weight: max=0.048836, mean=0.013595
classifier.bias: max=0.035537, mean=0.016407

Epoch 455:
features.0.0.weight: max=0.259643, mean=0.040764
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.046373, mean=0.017014
features.0.1.bias: max=0.048294, mean=0.012484
features.1.0.weight: max=0.033049, mean=0.003907
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.064408, mean=0.015097
features.1.1.bias: max=0.051240, mean=0.012787
features.2.0.weight: max=0.022890, mean=0.002016
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.108333, mean=0.020371
features.2.1.bias: max=0.080955, mean=0.015572
features.3.0.weight: max=0.003853, mean=0.000333
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.027317, mean=0.007850
features.3.1.bias: max=0.024218, mean=0.007677
classifier.weight: max=0.044683, mean=0.014853
classifier.bias: max=0.036038, mean=0.015605

Epoch 456:
features.0.0.weight: max=0.618071, mean=0.105462
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.082814, mean=0.017180
features.0.1.bias: max=0.069860, mean=0.014857
features.1.0.weight: max=0.051009, mean=0.004809
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.077129, mean=0.020428
features.1.1.bias: max=0.052889, mean=0.017535
features.2.0.weight: max=0.027444, mean=0.002602
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.094855, mean=0.026745
features.2.1.bias: max=0.071115, mean=0.020098
features.3.0.weight: max=0.006073, mean=0.000430
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.029165, mean=0.009017
features.3.1.bias: max=0.023208, mean=0.008505
classifier.weight: max=0.085796, mean=0.014839
classifier.bias: max=0.065460, mean=0.014648

Epoch 457:
features.0.0.weight: max=0.305533, mean=0.076508
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.049160, mean=0.021059
features.0.1.bias: max=0.049808, mean=0.013114
features.1.0.weight: max=0.053204, mean=0.005692
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.108073, mean=0.025701
features.1.1.bias: max=0.062471, mean=0.022042
features.2.0.weight: max=0.041080, mean=0.002720
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.108886, mean=0.027350
features.2.1.bias: max=0.067451, mean=0.020324
features.3.0.weight: max=0.004763, mean=0.000429
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.031128, mean=0.009470
features.3.1.bias: max=0.025339, mean=0.008092
classifier.weight: max=0.062460, mean=0.015726
classifier.bias: max=0.038869, mean=0.015271

Epoch 458:
features.0.0.weight: max=0.340417, mean=0.067270
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.049126, mean=0.017026
features.0.1.bias: max=0.051081, mean=0.016951
features.1.0.weight: max=0.036461, mean=0.004158
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.086921, mean=0.020794
features.1.1.bias: max=0.072847, mean=0.014988
features.2.0.weight: max=0.043376, mean=0.002355
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.119070, mean=0.022433
features.2.1.bias: max=0.071812, mean=0.017546
features.3.0.weight: max=0.004861, mean=0.000376
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.031814, mean=0.008499
features.3.1.bias: max=0.025318, mean=0.007434
classifier.weight: max=0.069469, mean=0.015822
classifier.bias: max=0.038008, mean=0.015701

Epoch 459:
features.0.0.weight: max=0.299626, mean=0.042391
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.109250, mean=0.016319
features.0.1.bias: max=0.066034, mean=0.016158
features.1.0.weight: max=0.027334, mean=0.003274
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.052842, mean=0.015502
features.1.1.bias: max=0.057449, mean=0.012855
features.2.0.weight: max=0.017638, mean=0.001588
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.066185, mean=0.014521
features.2.1.bias: max=0.047591, mean=0.011592
features.3.0.weight: max=0.003535, mean=0.000255
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.013546, mean=0.004670
features.3.1.bias: max=0.013854, mean=0.004386
classifier.weight: max=0.034383, mean=0.008453
classifier.bias: max=0.021827, mean=0.010237

Epoch 460:
features.0.0.weight: max=0.292465, mean=0.047370
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.070667, mean=0.016135
features.0.1.bias: max=0.038535, mean=0.013385
features.1.0.weight: max=0.046968, mean=0.004593
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.088516, mean=0.020594
features.1.1.bias: max=0.049327, mean=0.016905
features.2.0.weight: max=0.031225, mean=0.002468
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.157905, mean=0.027324
features.2.1.bias: max=0.105276, mean=0.020685
features.3.0.weight: max=0.003712, mean=0.000393
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.023998, mean=0.007691
features.3.1.bias: max=0.022775, mean=0.007147
classifier.weight: max=0.050864, mean=0.014345
classifier.bias: max=0.035978, mean=0.016461

Epoch 461:
features.0.0.weight: max=0.287402, mean=0.045511
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.035601, mean=0.012337
features.0.1.bias: max=0.034827, mean=0.012914
features.1.0.weight: max=0.029579, mean=0.003138
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.045865, mean=0.014168
features.1.1.bias: max=0.048009, mean=0.011434
features.2.0.weight: max=0.018610, mean=0.001642
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.060451, mean=0.015531
features.2.1.bias: max=0.055754, mean=0.012394
features.3.0.weight: max=0.003009, mean=0.000259
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.010922, mean=0.003326
features.3.1.bias: max=0.011988, mean=0.003309
classifier.weight: max=0.027711, mean=0.006637
classifier.bias: max=0.018975, mean=0.008903

Epoch 462:
features.0.0.weight: max=0.275113, mean=0.055423
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.058034, mean=0.011883
features.0.1.bias: max=0.059071, mean=0.010749
features.1.0.weight: max=0.034937, mean=0.003625
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.058962, mean=0.012760
features.1.1.bias: max=0.048381, mean=0.010446
features.2.0.weight: max=0.021933, mean=0.001782
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.066187, mean=0.017862
features.2.1.bias: max=0.069435, mean=0.013746
features.3.0.weight: max=0.003763, mean=0.000301
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.020962, mean=0.006961
features.3.1.bias: max=0.021579, mean=0.006901
classifier.weight: max=0.064218, mean=0.012640
classifier.bias: max=0.044686, mean=0.014433

Epoch 463:
features.0.0.weight: max=0.177344, mean=0.042492
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.041413, mean=0.011610
features.0.1.bias: max=0.036771, mean=0.011692
features.1.0.weight: max=0.028349, mean=0.003473
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.041201, mean=0.014877
features.1.1.bias: max=0.047881, mean=0.011941
features.2.0.weight: max=0.021633, mean=0.001762
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.059135, mean=0.016697
features.2.1.bias: max=0.052869, mean=0.013211
features.3.0.weight: max=0.003280, mean=0.000298
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.012975, mean=0.004068
features.3.1.bias: max=0.012862, mean=0.004218
classifier.weight: max=0.027275, mean=0.008135
classifier.bias: max=0.020249, mean=0.009882

Epoch 464:
features.0.0.weight: max=0.353630, mean=0.053172
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.048432, mean=0.015852
features.0.1.bias: max=0.035903, mean=0.013482
features.1.0.weight: max=0.051877, mean=0.004949
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.087327, mean=0.020617
features.1.1.bias: max=0.049704, mean=0.014945
features.2.0.weight: max=0.023059, mean=0.002246
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.107457, mean=0.021846
features.2.1.bias: max=0.066530, mean=0.016856
features.3.0.weight: max=0.004384, mean=0.000364
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.020796, mean=0.007311
features.3.1.bias: max=0.022717, mean=0.007656
classifier.weight: max=0.066756, mean=0.012449
classifier.bias: max=0.058098, mean=0.016466

Epoch 465:
features.0.0.weight: max=0.299540, mean=0.058283
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.052041, mean=0.018605
features.0.1.bias: max=0.062719, mean=0.018048
features.1.0.weight: max=0.045295, mean=0.004563
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.044797, mean=0.014550
features.1.1.bias: max=0.037417, mean=0.010718
features.2.0.weight: max=0.041262, mean=0.002423
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.134209, mean=0.026290
features.2.1.bias: max=0.112515, mean=0.019802
features.3.0.weight: max=0.005786, mean=0.000426
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.051773, mean=0.016628
features.3.1.bias: max=0.046230, mean=0.015154
classifier.weight: max=0.153535, mean=0.027532
classifier.bias: max=0.112462, mean=0.028957

Epoch 466:
features.0.0.weight: max=0.202012, mean=0.039583
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.047770, mean=0.013813
features.0.1.bias: max=0.035964, mean=0.010345
features.1.0.weight: max=0.033797, mean=0.002897
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.047085, mean=0.012525
features.1.1.bias: max=0.029006, mean=0.009972
features.2.0.weight: max=0.022696, mean=0.001453
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.066664, mean=0.013137
features.2.1.bias: max=0.037004, mean=0.009343
features.3.0.weight: max=0.003335, mean=0.000227
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.013427, mean=0.004512
features.3.1.bias: max=0.012995, mean=0.004300
classifier.weight: max=0.040681, mean=0.007625
classifier.bias: max=0.029507, mean=0.008983

Epoch 467:
features.0.0.weight: max=0.444529, mean=0.056763
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.056718, mean=0.020556
features.0.1.bias: max=0.042352, mean=0.014733
features.1.0.weight: max=0.052921, mean=0.005649
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.067514, mean=0.022237
features.1.1.bias: max=0.052243, mean=0.016404
features.2.0.weight: max=0.041563, mean=0.002683
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.116466, mean=0.026806
features.2.1.bias: max=0.132150, mean=0.021381
features.3.0.weight: max=0.008922, mean=0.000439
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.052639, mean=0.014808
features.3.1.bias: max=0.040543, mean=0.012765
classifier.weight: max=0.125759, mean=0.024585
classifier.bias: max=0.077668, mean=0.025076

Epoch 468:
features.0.0.weight: max=0.586263, mean=0.063830
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.080285, mean=0.016265
features.0.1.bias: max=0.042445, mean=0.013496
features.1.0.weight: max=0.046700, mean=0.005289
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.078167, mean=0.024265
features.1.1.bias: max=0.058211, mean=0.018442
features.2.0.weight: max=0.039968, mean=0.002839
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.182135, mean=0.028867
features.2.1.bias: max=0.086950, mean=0.020826
features.3.0.weight: max=0.007769, mean=0.000442
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.039670, mean=0.011035
features.3.1.bias: max=0.033825, mean=0.010116
classifier.weight: max=0.072054, mean=0.018465
classifier.bias: max=0.054668, mean=0.019903

Epoch 469:
features.0.0.weight: max=0.426933, mean=0.056826
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.058774, mean=0.015083
features.0.1.bias: max=0.052705, mean=0.013182
features.1.0.weight: max=0.035842, mean=0.003932
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.052988, mean=0.017810
features.1.1.bias: max=0.053824, mean=0.012964
features.2.0.weight: max=0.019234, mean=0.001807
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.059184, mean=0.015981
features.2.1.bias: max=0.046131, mean=0.012639
features.3.0.weight: max=0.003231, mean=0.000294
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.016621, mean=0.005407
features.3.1.bias: max=0.015287, mean=0.005286
classifier.weight: max=0.043826, mean=0.009935
classifier.bias: max=0.026570, mean=0.011584

Epoch 470:
features.0.0.weight: max=0.331011, mean=0.052443
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.046188, mean=0.013257
features.0.1.bias: max=0.039123, mean=0.009764
features.1.0.weight: max=0.045123, mean=0.003925
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.107376, mean=0.022705
features.1.1.bias: max=0.055348, mean=0.014962
features.2.0.weight: max=0.026576, mean=0.002166
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.194918, mean=0.022150
features.2.1.bias: max=0.122233, mean=0.016970
features.3.0.weight: max=0.005707, mean=0.000363
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.022443, mean=0.007260
features.3.1.bias: max=0.019317, mean=0.006564
classifier.weight: max=0.050811, mean=0.013391
classifier.bias: max=0.032090, mean=0.013337

Epoch 471:
features.0.0.weight: max=0.292681, mean=0.051449
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.029119, mean=0.013707
features.0.1.bias: max=0.041817, mean=0.010973
features.1.0.weight: max=0.042929, mean=0.004887
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.063494, mean=0.019370
features.1.1.bias: max=0.051103, mean=0.015401
features.2.0.weight: max=0.030889, mean=0.002434
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.126317, mean=0.024573
features.2.1.bias: max=0.087888, mean=0.019035
features.3.0.weight: max=0.005566, mean=0.000392
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.025045, mean=0.008035
features.3.1.bias: max=0.022921, mean=0.007409
classifier.weight: max=0.062590, mean=0.014616
classifier.bias: max=0.032255, mean=0.014208

Epoch 472:
features.0.0.weight: max=0.288709, mean=0.047975
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.050090, mean=0.014043
features.0.1.bias: max=0.048314, mean=0.012675
features.1.0.weight: max=0.041263, mean=0.004352
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.084085, mean=0.020695
features.1.1.bias: max=0.044855, mean=0.015185
features.2.0.weight: max=0.034109, mean=0.002497
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.086879, mean=0.023545
features.2.1.bias: max=0.074244, mean=0.017505
features.3.0.weight: max=0.004940, mean=0.000384
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.025884, mean=0.008946
features.3.1.bias: max=0.023989, mean=0.008545
classifier.weight: max=0.059373, mean=0.015247
classifier.bias: max=0.051019, mean=0.017313

Epoch 473:
features.0.0.weight: max=0.199313, mean=0.034174
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.065892, mean=0.013036
features.0.1.bias: max=0.046754, mean=0.012716
features.1.0.weight: max=0.032107, mean=0.003356
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.058433, mean=0.014184
features.1.1.bias: max=0.041032, mean=0.011873
features.2.0.weight: max=0.019086, mean=0.001755
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.063377, mean=0.015883
features.2.1.bias: max=0.043560, mean=0.010667
features.3.0.weight: max=0.004490, mean=0.000289
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.022313, mean=0.006760
features.3.1.bias: max=0.018718, mean=0.006110
classifier.weight: max=0.066266, mean=0.012930
classifier.bias: max=0.033641, mean=0.014217

Epoch 474:
features.0.0.weight: max=0.206159, mean=0.047450
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.091797, mean=0.019105
features.0.1.bias: max=0.069516, mean=0.014044
features.1.0.weight: max=0.032074, mean=0.003546
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.051158, mean=0.015222
features.1.1.bias: max=0.034330, mean=0.011743
features.2.0.weight: max=0.028063, mean=0.001691
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.116873, mean=0.016017
features.2.1.bias: max=0.065249, mean=0.011756
features.3.0.weight: max=0.003722, mean=0.000286
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.023334, mean=0.006570
features.3.1.bias: max=0.017107, mean=0.006001
classifier.weight: max=0.075757, mean=0.010216
classifier.bias: max=0.049339, mean=0.011552

Epoch 475:
features.0.0.weight: max=0.232852, mean=0.051039
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.042863, mean=0.010950
features.0.1.bias: max=0.039279, mean=0.013514
features.1.0.weight: max=0.062394, mean=0.004287
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.077405, mean=0.020299
features.1.1.bias: max=0.070872, mean=0.016344
features.2.0.weight: max=0.032681, mean=0.002167
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.137142, mean=0.026965
features.2.1.bias: max=0.119630, mean=0.020302
features.3.0.weight: max=0.005321, mean=0.000368
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.024498, mean=0.007780
features.3.1.bias: max=0.022725, mean=0.007635
classifier.weight: max=0.057677, mean=0.016936
classifier.bias: max=0.038049, mean=0.019890

Epoch 476:
features.0.0.weight: max=0.286550, mean=0.046083
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.040580, mean=0.014429
features.0.1.bias: max=0.056915, mean=0.014225
features.1.0.weight: max=0.048304, mean=0.004359
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.118138, mean=0.020047
features.1.1.bias: max=0.057213, mean=0.014065
features.2.0.weight: max=0.030656, mean=0.002331
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.108470, mean=0.021982
features.2.1.bias: max=0.076850, mean=0.016469
features.3.0.weight: max=0.004189, mean=0.000360
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.028514, mean=0.006823
features.3.1.bias: max=0.022444, mean=0.005954
classifier.weight: max=0.050388, mean=0.012649
classifier.bias: max=0.034667, mean=0.012986

Epoch 477:
features.0.0.weight: max=0.295787, mean=0.054522
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.072123, mean=0.019404
features.0.1.bias: max=0.037661, mean=0.013333
features.1.0.weight: max=0.056546, mean=0.004823
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.121475, mean=0.024010
features.1.1.bias: max=0.060261, mean=0.017407
features.2.0.weight: max=0.042907, mean=0.002604
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.104707, mean=0.023813
features.2.1.bias: max=0.064029, mean=0.017764
features.3.0.weight: max=0.004502, mean=0.000412
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.028860, mean=0.008655
features.3.1.bias: max=0.024109, mean=0.007457
classifier.weight: max=0.076215, mean=0.018611
classifier.bias: max=0.035906, mean=0.018184

Epoch 478:
features.0.0.weight: max=0.511090, mean=0.068723
features.0.0.bias: max=0.000000, mean=0.000000
features.0.1.weight: max=0.038548, mean=0.010363
features.0.1.bias: max=0.041342, mean=0.015865
features.1.0.weight: max=0.047049, mean=0.003934
features.1.0.bias: max=0.000000, mean=0.000000
features.1.1.weight: max=0.088539, mean=0.015294
features.1.1.bias: max=0.067830, mean=0.011453
features.2.0.weight: max=0.021921, mean=0.001967
features.2.0.bias: max=0.000000, mean=0.000000
features.2.1.weight: max=0.085922, mean=0.019701
features.2.1.bias: max=0.055361, mean=0.013942
features.3.0.weight: max=0.003316, mean=0.000323
features.3.0.bias: max=0.000000, mean=0.000000
features.3.1.weight: max=0.025218, mean=0.007631
features.3.1.bias: max=0.023061, mean=0.007412
classifier.weight: max=0.050203, mean=0.015428
classifier.bias: max=0.029574, mean=0.018188

Epoch 479:
features.0.0.weight: max=0.487144, mean=0.053611
features.0.0.bias: max=0.000000, mean=0.000000
